UOID,Parent,Label,OrgName,ProgramName,Adjusted,Normalized,Outcomes,CPO,Efficacy,Evidence,Definition,OtherOutcomes,Budget,Reach,Type
13961,Z08.04.05,"Hartford Interval House, Inc.","Hartford Interval House, Inc.",The New Beginnings Safe House and Children's Program,207,0.14%,207,"$3,729 ",93.20%,Reliable: Best in Class,,Prevent Intimate Partner Violence; Access to Nutritious Food; Reduce Homelessness; Access to Temporary Housing; Identify and Refer Survivors,"$772,000 ",222 individuals,Program
13962,Z03.04.03,"Philadelphia VIP, Inc.","Philadelphia VIP, Inc.",Housing Legal Assistance Program,605,0.16%,605,"$1,593 ",78.90%,Reliable,,None Listed,"$963,834 ",767 households,Program
13965,Z12.01.02,Junior Achievement of New Jer…,Junior Achievement of New Jersey,"Building NJ Communities through Youth Empowerment , Mentorship, and 21st Century Education.",2220,1.38%,"2,220",$50 ,100.00%,Needs Improvement,,Career Access and Readiness,"$110,000 ","2,220 individuals",Program
13966,Z08.04.05,YWCA Northeast Indiana,YWCA Northeast Indiana,Crisis Shelter,351,0.24%,351,"$3,232 ",97.00%,Needs Improvement,,None Listed,"$1,135,032 ",362 households,Program
13967,Z03.03.01,Hands On Hartford,Hands On Hartford,MANNA Community Pantry/Neighborhood Services,974,0.25%,974,$791 ,75.00%,Needs Improvement,,None Listed,"$770,397 ","1,299 households",Program
13980,Z05.04.02,YWCA USA,YWCA USA,Moving Ahead Through Financial Empowerment,619,0.30%,619,$329 ,90.00%,Needs Improvement,,"Survivor Well-being, Independence, and Financial Empowerment","$203,640 ",688 individuals,Program
13988,Z12.01.01,The Mosaic Institute,The Mosaic Institute,Building the Mosaic Project,946,0.59%,946,$91 ,100.00%,Needs Improvement,,Social and Emotional Skills; Societal Participation; Cultural Tolerance; Independent Living Skills,"$86,397 ",946 individuals,Program
13989,Z04.02.03,Maison Saint Columba House,Maison Saint Columba House,Inter-Action,250,0.41%,250,$400 ,100.00%,Needs Improvement,,Cultural Tolerance,"$100,000 ",250 individuals,Program
14003,Z04.02.03,Multicultural Council of Sask…,Multicultural Council of Saskacthewan,Recognize and reject racism,5000,8.25%,"20,000",$7 ,69.60%,Needs Improvement,,Societal Participation; Civic Engagement,"$136,138 ","28,750 individuals",Program
14008,Z03.03.01,Out of the Garden Project,Out of the Garden Project,Fresh Mobile Markets,5000,1.29%,"27,104",$77 ,100.00%,Needs Improvement,,None Listed,"$2,100,000 ","27,104 individuals",Program
14018,Z05.04.01,Community Action of N.E. Indi…,Community Action of N.E. Indiana (dba:Brightpoint),Family Support and Family Development,312,0.15%,312,"$4,635 ",62.70%,Reliable: Best in Class,,Housing Stability; Emergency Supply and Distribution of Food; Prevent Literal Homelessness through Housing Stabilization; Prevent Literal Homelessness through Housing Retention,"$1,446,062 ",498 households,Program
14023,Z03.05.02,"The Friends Program, Inc.","The Friends Program, Inc.",Emergency Housing & RSVP Caregivers and Food Insecurity Projects,100,0.03%,27,"$26,112 ",22.50%,Needs Improvement,,Aging Awareness and Social Support; Communication and Transportation; Emergency Supply and Distribution of Food,"$705,011 ",120 households,Program
14024,Z03.02.01,Inglis Foundation,Inglis Foundation,Inglis Care Management Program (ICM),563,0.15%,563,$597 ,99.80%,Reliable,,Housing Stability,"$335,932 ",564 individuals,Program
14043,Z12.01.01,ALLIANCE JEUNESSE-FAMILLE DE …,ALLIANCE JEUNESSE-FAMILLE DE L'ALBERTA SOCIETY,"Le programme de soutien aux communautés, au multiculturalisme et à la lutte contre le racisme",5000,3.11%,"55,000",$6 ,98.20%,Needs Improvement,,Social and Emotional Skills; Protect Immigrant Rights; Societal Participation,"$320,000 ","56,000 individuals",Program
14044,Z04.02.03,Nunavut Black History Society,Nunavut Black History Society,Black History Month Celebrations - Nunavut 2019,3579,5.90%,"3,579",$25 ,100.00%,Needs Improvement,,Reach Diverse Audiences; Cultural Educational Experiences; Ethnic or Religious Pride; Civic Engagement,"$89,000 ","3,579 individuals",Program
14048,Z03.04.03,West End Ministries,West End Ministries,Leslie's House Operating & Stabilization,103,0.03%,103,"$1,705 ",49.30%,Reliable,,Acquire Employment; Access to Services and Supports; Access to Temporary Housing; Reduce Homelessness; Job Readiness,"$175,574 ",209 individuals,Program
14052,Z08.04.05,"Center for Nonviolence, Inc","Center for Nonviolence, Inc",Domestic Violence Support & Advocacy Programming,538,0.37%,538,$634 ,95.10%,Reliable,,Prevent Intimate Partner Violence,"$341,156 ",566 individuals,Program
14055,Z01.01.02,The Shoe Project,The Shoe Project,The Shoe Project,100,0.04%,100,"$1,400 ",100.00%,Needs Improvement,,Strengthen Individual Creativity Skills; Civic Engagement,"$140,000 ",100 individuals,Program
14056,Z03.03.01,Community Harvest Food Bank o…,"Community Harvest Food Bank of Northeast Indiana, Inc.",Community Uplift Campaign,5000,1.29%,"51,300",$17 ,100.00%,Needs Improvement,,Healthy Food Consumption and Behaviour,"$862,571 ","51,300 individuals",Program
14057,Z03.05.02,Concord Coalition to End Home…,Concord Coalition to End Homelessness,Emergency Winter Shelter,193,0.05%,193,$363 ,100.00%,Needs Improvement,,None Listed,"$70,000 ",193 individuals,Program
14062,Z03.03.01,Grafton County Senior Citizen…,"Grafton County Senior Citizens Council, Inc.",Senior Meals Program: Addressing Nutrition and Isolation,5000,1.29%,"8,652",$367 ,100.00%,Reliable,,Aging Awareness and Social Support,"$3,178,515 ","8,652 individuals",Program
14063,Z03.05.03,Greensboro Urban Ministry,Greensboro Urban Ministry,Weaver House-Case Management Services,200,0.05%,200,"$3,725 ",25.00%,Needs Improvement,,Reduce Homelessness,"$745,000 ",800 individuals,Program
14067,Z08.05.02,HealthBridge Foundation of Ca…,HealthBridge Foundation of Canada,Saving lives of mothers and children in Nepal and Vietnam,5000,3.45%,"9,000",$541 ,48.80%,Needs Improvement,,"Organizational Effectiveness; Infant Health; Affordable, Quality Healthcare; Affordable, Quality Healthcare; National Public Health Capacity","$4,865,078 ","18,443 individuals",Program
14070,Z05.02.01,Village Capital,Village Capital,Finance Forward: Latin America 2020,100,0.05%,12,"$46,308 ",100.00%,Reliable: Best in Class,,Business and Enterprise Development; Financial Resilience; Influential Research; Strengthen Innovation Skills; A Culture of Innovation,"$555,700 ",12 organizations,Program
14086,Z10.01.04,Nova Institute NPC,Nova Institute NPC,Brickstar Wood Stove Project - Mahlaba Area,2435,2.96%,"2,435",$34 ,91.70%,Reliable: Best in Class,,None Listed,"$83,900 ","2,655 households",Program
14090,Z05.03.01,Oprah Winfrey Leadership Acad…,Oprah Winfrey Leadership Academy Foundation,Moody's Book Scholarship Program,100,0.05%,42,"$1,667 ",24.00%,Needs Improvement,,Career Advancement; Effective School Leadership,"$70,000 ",175 individuals,Program
14113,Z05.03.01,Working in Support of Educati…,Working in Support of Education,Euro Challenge,850,0.41%,850,$268 ,100.00%,Reliable,,College Access and Readiness,"$227,500 ",850 individuals,Program
14114,Z08.03.01,Dancing for Diabetes,Dancing for Diabetes,Annual Dancing for Diabetes Showcase,1500,1.04%,"1,500",$27 ,75.00%,Needs Improvement,,Patient and Family Support,"$40,000 ","2,000 individuals",Program
14115,Z05.04.02,National Foundation for Credi…,National Foundation for Credit Counseling,Sharpen your Financial Focus: Military Program,100,0.05%,100,"$10,000 ",1.60%,Needs Improvement,,Financial Resilience,"$1,000,000 ","6,216 households",Program
14116,Z03.04.01,Habitat for Humanity of Omaha,Habitat for Humanity of Omaha,2019 Home Builders Blitz,100,0.03%,12,"$197,400 ",100.00%,Needs Improvement,,Financial Literacy,"$2,368,800 ",12 households,Program
14117,Z03.05.01,Homeless Advocacy Project (HA…,Homeless Advocacy Project (HAP),Core Legal Services Program,1429,0.37%,"1,429","$1,242 ",95.00%,Needs Improvement,,Economic Well-Being,"$1,774,654 ","1,504 individuals",Program
14123,Z10.01.04,The Resource Foundation,The Resource Foundation,Instituto Perene: Eco-Efficient Stoves in Bahia Project,5000,6.08%,"8,778",$34 ,100.00%,Reliable,,None Listed,"$302,000 ","8,778 households",Program
14131,Z03.05.02,YWCA Greensboro,YWCA Greensboro,YWCA Greensboro Family Emergency Shelter,100,0.03%,52,"$3,923 ",100.00%,Reliable,,Reduce Homelessness,"$204,000 ",52 households,Program
14136,Z03.05.03,Women's Community Revitalizat…,Women's Community Revitalization Project (WCRP),Tenant Supportive Services,268,0.07%,268,$718 ,100.00%,Needs Improvement,,None Listed,"$192,517 ",268 households,Program
14137,Z10.02.02,Trees for Life,Trees for Life,Rewilding Glen Affric,100,0.12%,25,"$10,688 ",100.00%,Needs Improvement,,Species Viability & Extinction Prevention,"$267,190 ",25 other,Program
14138,Z03.05.03,Valley Youth House,Valley Youth House,The Synergy Project—Philadelphia,172,0.04%,172,"$2,422 ",48.50%,Reliable,,Emergency Supply and Distribution of Food; Access to Temporary Housing; Reduce Risky Behavior,"$416,524 ",355 individuals,Program
14141,Z12.01.04,Uplift Center for Grieving Ch…,Uplift Center for Grieving Children,Grief Support Services for Youth in Philadelphia,1470,0.91%,"1,470",$850 ,70.00%,Reliable: Best in Class,,Reduce Risky Behavior,"$1,250,000 ","2,100 individuals",Program
14142,Z03.03.01,The Greater Boston Food Bank,The Greater Boston Food Bank,Produce Markets,4500,1.16%,"4,500",$107 ,100.00%,Needs Improvement,,None Listed,"$483,721 ","4,500 households",Program
14144,Z03.03.01,The Food Trust,The Food Trust,Farmers Markets and Food Bucks Program,5000,1.29%,"23,540",$14 ,68.00%,Reliable,,Healthy Food Consumption and Behaviour,"$340,000 ","34,618 individuals",Program
14145,Z03.05.04,The Connecticut Coalition to …,The Connecticut Coalition to End Homelessness,The Be Homeful Project,226,0.06%,226,"$2,428 ",100.00%,Needs Improvement,,Reduce Homelessness; Housing Stability; Prevent Literal Homelessness through Housing Retention,"$548,630 ",226 households,Program
14150,Z03.05.03,"SCAN, Inc.","SCAN, Inc.","CHILL, Inc.",100,0.03%,43,"$3,378 ",100.00%,Needs Improvement,,Access to Nutritious Food,"$145,263 ",43 individuals,Program
14152,Z03.05.03,Project HOME,Project HOME,Project Home Residential Programs,719,0.19%,719,"$23,046 ",96.90%,Reliable,,None Listed,"$16,570,415 ",742 households,Program
14161,Z03.03.03,Out of the Garden Project,Out of the Garden Project,Fresh Mobile Markets,3500,0.91%,"3,500",$651 ,100.00%,Needs Improvement,,Access to Nutritious Food,"$2,280,000 ","3,500 households",Program
14166,Z08.04.05,Legal Aid of Nebraska,Legal Aid of Nebraska,Domestic Violence Representation,400,0.28%,400,"$1,563 ",100.00%,Needs Improvement,,Identify and Refer Survivors,"$625,000 ",400 households,Program
14167,Z08.04.05,Legal Aid of Nebraska,Legal Aid of Nebraska,Safety and Justice for Domestic Violence Victims,509,0.35%,509,"$1,293 ",90.10%,Reliable,,Identify and Refer Survivors,"$658,000 ",565 households,Program
14169,Z08.04.05,Women's Center for Advancement,Women's Center for Advancement,Domestic Violence and Sexual Assault - Safety and Self Sufficiency,4703,3.25%,"4,703","$1,077 ",98.30%,Needs Improvement,,None Listed,"$5,067,454 ","4,783 individuals",Program
14170,Z03.05.01,Veterans Multi-Service Center,Veterans Multi-Service Center,Veterans Multi-Service Center Day Service Center,1900,0.49%,"1,900",$208 ,100.00%,Needs Improvement,,Access to Temporary Housing,"$395,200 ","1,900 individuals",Program
14176,Z05.02.03,The Fore (operating under The…,The Fore (operating under The Bulldog Trust),Pioneering programme to support dynamic early stage charities and social enterprises,100,0.05%,26,"$56,195 ",89.70%,Reliable,,Organizational Effectiveness; Scale Effective Strategies,"$1,461,075 ",29 organizations,Program
14180,Z03.03.03,Greater Philadelphia Coalitio…,Greater Philadelphia Coalition Against Hunger,The SNAP Enrollment Campaign,5000,1.29%,"5,000",$48 ,100.00%,Needs Improvement,,Organizational Reach,"$240,500 ","5,000 individuals",Program
14202,Z06.04.02,Hetrick-Martin Institute,Hetrick-Martin Institute,Queer Coders,100,0.04%,21,"$3,667 ",95.50%,Needs Improvement,,Access to Quality Resources; Financial Independence; Mental and Physical Well-Being; Reduce Stigma; STEM Persistence,"$77,000 ",22 individuals,Program
14204,Z03.04.03,The Mustard Seed of Central F…,The Mustard Seed of Central Florida,Furniture Program,100,0.03%,1,"$893,237 ",0.00%,Reliable: Best in Class,,None Listed,"$893,237 ","2,326 individuals",Program
14208,Z08.01.01,Community Transportation Netw…,Community Transportation Network,Specialized Transportation,808,0.56%,808,"$2,387 ",9.00%,Needs Improvement,,Financial Independence; Access to Quality Resources; Communication and Transportation,"$1,928,888 ","8,943 individuals",Program
14209,Z03.05.03,The Servant Center,The Servant Center,Fast Track Rapid Rehousing,100,0.03%,17,"$14,573 ",89.50%,Reliable,,None Listed,"$247,741 ",19 individuals,Program
14211,Z06.03.04,Boys & Girls Clubs of Hartford,Boys & Girls Clubs of Hartford,Power Hour,750,0.30%,750,$344 ,69.80%,Needs Improvement,,Reduce Risky Behavior,"$258,332 ","1,075 individuals",Program
14214,Z06.05.02,"CollegeTracks, Inc.","CollegeTracks, Inc.",CollegeTracks College Access Program,533,0.21%,533,"$1,313 ",99.10%,Reliable,,None Listed,"$700,000 ",538 individuals,Program
14216,Z08.04.01,YWCA Northeast Indiana,YWCA Northeast Indiana,Community Education,5000,3.45%,"6,892",$19 ,95.00%,Reliable: Best in Class,,Social and Emotional Skills,"$133,240 ","7,255 individuals",Program
14217,Z08.04.05,YWCA Northeast Indiana,YWCA Northeast Indiana,Community Programs and Steps to Success,324,0.22%,324,"$1,466 ",97.90%,Reliable,,Prevent Intimate Partner Violence,"$475,000 ",331 individuals,Program
14219,Z03.02.01,League for the Blind & Disabl…,"League for the Blind & Disabled, Inc.",Helping People with Disabilities Live Independently,485,0.13%,485,"$4,647 ",73.90%,Reliable,,Independent Living Skills,"$2,253,622 ",656 individuals,Program
14223,Z05.03.01,YWCA Northeast Indiana,YWCA Northeast Indiana,Dress for Success,100,0.05%,100,$700 ,89.30%,Reliable,,Financial Literacy; Women's Economic Empowerment,"$70,000 ",112 individuals,Program
14224,Z08.06.04,YWCA Northeast Indiana,YWCA Northeast Indiana,Hope & Harriet Addiction Recovery,114,0.08%,114,"$10,614 ",73.10%,Reliable,,Patient Quality of Life,"$1,210,000 ",156 individuals,Program
14229,Z03.03.01,Senior Resources Guilford,Senior Resources Guilford,Meals on Wheels for Homebound Seniors,625,0.16%,625,"$1,165 ",96.90%,Reliable,,None Listed,"$728,000 ",645 individuals,Program
14230,Z08.04.05,National Network to End Domes…,National Network to End Domestic Violence,Purple Purse Moving Ahead Coalition TA,479,0.33%,479,$731 ,100.00%,Needs Improvement,,None Listed,"$350,000 ",479 organizations,Program
14231,Z03.03.01,"Community Servings, Inc.","Community Servings, Inc.",Food is Medicine,2012,0.52%,"2,012","$2,790 ",100.00%,Needs Improvement,,Healthy Food Consumption and Behaviour,"$5,613,143 ","2,012 individuals",Program
14233,Z03.05.02,"Vincent Village, Inc","Vincent Village, Inc",Vincent Village Transitional Housing,100,0.03%,90,"$14,137 ",100.00%,Needs Improvement,,Reduce Homelessness,"$1,272,321 ",90 households,Program
14239,Z10.01.04,HandsOn Hong Kong,HandsOn Hong Kong,Community Kitchen,1456,1.77%,"1,456",$2 ,100.00%,Needs Improvement,,Reduce Risk of Hunger,"$3,400 ","1,456 individuals",Program
14240,Z03.06.10,HandsOn Hong Kong,HandsOn Hong Kong,Cooking Workshop with Elderly,100,0.03%,27,$156 ,100.00%,Needs Improvement,,Mental Well-Being,"$4,200 ",27 individuals,Program
14241,Z05.03.01,Hack the Hood,Hack the Hood,Tech Prep,100,0.05%,10,"$13,198 ",19.20%,Needs Improvement,,STEM Interest,"$131,975 ",52 individuals,Program
14242,Z05.03.01,Hack the Hood,Hack the Hood,Bootcamp,100,0.05%,51,"$10,351 ",100.00%,Reliable,,Job Readiness; STEM Interest,"$527,900 ",51 individuals,Program
14245,Z05.02.03,Vrutti,Vrutti,Sustainable Agriculture & Enterprise Development,100,0.05%,95,$299 ,50.00%,Reliable: Best in Class,,Environmental Awareness; Habitat Protection & Restoration; Sustainable Environmental Stewardship; Sustainable Agricultural Production; Farmer Self-Sufficiency,"$28,379 ",190 households,Program
14246,Z05.03.01,Brunel University London,Brunel University London,The Moody's Urban Scholars Programme,134,0.06%,134,"$1,546 ",83.80%,Reliable,,Independent Living Skills; Career Access and Readiness; School Engagement and Persistence; Academic Habits of Mind; STEM Interest,"$207,148 ",160 individuals,Program
14247,Z05.03.01,Career Ready,Career Ready,Career Ready Plus Programme,1744,0.84%,"1,744","$1,371 ",98.00%,Needs Improvement,,None Listed,"$2,390,954 ","1,780 individuals",Program
14248,Z05.02.03,Echoing Green,Echoing Green,Impact Lending for Social Entrepreneurs,100,0.05%,70,"$10,552 ",98.60%,Reliable,,None Listed,"$738,611 ",71 individuals,Program
14249,Z06.04.02,Gladesmore Community School,Gladesmore Community School,Booster tuition in STEM subjects,100,0.04%,100,$452 ,43.10%,Reliable,,None Listed,"$45,164 ",232 individuals,Program
